Zonal Office,Area Office,Dealer Name,Inventory Location,Part Number,Part Description,Stock QTY,RATE,Amount
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ABH001S,AC GENERATOR ASSEMBLY,1,1210.801843,1210.801843
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ABW001S,AC GENERATOR ASSEMBLY,1,1336.659964,1336.659964
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ABW201S,AC GENERATOR ASSEMBLY,5,2528.916221,12644.58111
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ACA001S,AC GEN ASSEMBLY,2,4295.08465,8590.1693
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ACJ001S,AC GEN ASSEMBLY,3,3898.159586,11694.47876
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ACL002S,AC GEN ASSEMBLY,25,1540.306219,38507.65548
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100ACLD0099S,AC GENERATOR ASSEMBLY,1,1891.31831,1891.31831
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KCC900S,GENERATOR ASSY.FLYWHEEL,2,1629.17004,3258.34008
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KSPB01S,AC GENERATOR ASSEMBLY,1,1425.523785,1425.523785
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KST870S,AC GEN ASSY.,2,1247.79,2495.58
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KST941S,AC GEN FLY WHEEL,1,1322.59,1322.59
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KTN900S,AC GEN ASSY.,3,1115.91,3347.73
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KTN901S,AC GEN.ASSY,1,1324.670355,1324.670355
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KTR901S,AC GEN ASSY.,1,1322.59,1322.59
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KTR941S,A.C.GEN.ASSY.,1,1340.362623,1340.362623
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KVH901S,A.C.GEN. FLYWHEEL .,1,1219.15,1219.15
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31100KZN901S,AC GENERATOR ASSEMBLY,3,1317.079121,3951.237363
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAC211S,FLYWHEEL COMP,43,713.5760076,30683.76833
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAD001S,FLYWHEEL COMP.,1,690.8023053,690.8023053
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAD011S,FLYWHEEL COMP.,5,690.8023053,3454.011527
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAE941S,FLYWHEEL COMPLETE,1,962.691387,962.691387
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAM011S,FLYWHEEL COMP,1,844.2062932,844.2062932
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAN111S,FLYWHEEL COMP.,1,785.6927318,785.6927318
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAN201S,FLYWHEEL COMP.,8,770.5102636,6164.082109
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAT011S,FLYWHEEL COMP,5,531.3863887,2656.931944
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAW000S,FLYWHEEL COMP,134,770.5102636,103248.3753
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAWD01S,FLYWHEEL COMP,1,777.558428,777.558428
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110AAZ011S,FLYWHEEL COMP,2,555.3988771,1110.797754
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110ABG201S,FLYWHEEL COMP,3,455.4740474,1366.422142
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110ABW201S,FLYWHEEL COMP,2,1419.560781,2839.121562
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110ABWJ01S,FLYWHEEL COMPLETE,2,1110.797754,2221.595508
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110ACLD02S,FLYWHEEL COMP,1,721.17,721.17
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KCC901S,FLYWHEEL COMP.(I.NIPPON),246,797.079583,196081.5774
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KCC905S,FLYWHEEL COMP.(ND),4,588.3206446,2353.282578
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KSP911S,FLYWHEEL COMP.,4,872.9919243,3491.967697
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KSPB01S,FLYWHEEL COMP,3,865.4006901,2596.20207
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KST871S,FLYWHEEL COMP.,2,637.6636664,1275.327333
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KTC922S,FLYWHEEL COMP.(DENSO),1,652.41,652.41
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KVH901S,FLYWHEEL COMP.,1,668.79,668.79
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KWA931S,FLYWHEEL COMP.,9,698.3935394,6285.541855
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110KZAW21S,FLYWHEEL COMP,2,759.1234124,1518.246825
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31110RAA001S,FLYWHEEL COMPLETE,2,1252.55363,2505.10726
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAC201S,STATOR COMP,57,633.1547199,36089.81903
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AACB02S,STATOR COMP,5,881.232885,4406.164425
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAD001S,STATOR COMP.,5,799.7743831,3998.871916
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAD201S,STATOR COMP.,1,792.3690647,792.3690647
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAEB01S,STATOR COMP,7,707.2079035,4950.455325
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAEB02S,STATOR COMP,2,893.8219263,1787.643853
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAF01099S,STATOR COMP,7,677.5866301,4743.106411
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAN111S,STATOR COMP,2,684.9919485,1369.983897
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAN411S,STATOR COMP,7,799.7743831,5598.420682
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAN501S,STATOR COMP,3,651.6680158,1955.004047
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAT001S,STATOR COMP,5,707.2079035,3536.039518
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAW000S,STATOR COMP,21,655.370675,13762.78418
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAW301S,STATOR COMP,9,799.7743831,7197.969448
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAWD01S,STATOR COMP,1,851.6116116,851.6116116
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120AAZ011S,STATOR COMP,12,722.0185403,8664.222484
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ABH501S,STATOR COMP,4,722.0185403,2888.074161
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ABW201S,STATOR COMP,5,1307.038691,6535.193455
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ABZB01S,STATOR COMP,7,1036.744571,7257.211997
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ACJ001S,STATOR COMPLETE,4,2645.920251,10583.681
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ACL002S,STATOR COMPLETE,17,807.1797014,13722.05492
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ACLD01S,STATOR COMP,8,884.9355442,7079.484354
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120ACLD02S,STATOR COMP,2,677.58,1355.16
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KCC900BS,COIL EXCITOR (ND),21,209.5705096,4400.980702
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KCC901BS,COIL PULSER (ND),13,177.7276407,2310.459329
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KRY901S,STATOR COMP.(ND),8,1332.957305,10663.65844
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KRY971S,STATOR COMP.,4,1477.361013,5909.444052
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KSP911S,STATOR COMP.,18,651.6680158,11730.02428
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KSPB01S,STATOR COMP,12,644.2626975,7731.15237
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KTC901S,STATOR COMP.(MITSUBA),1,681.2892893,681.2892893
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KTC922S,STATOR COMP.(DENSO),1,622.0467424,622.0467424
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KTE911S,STATOR COMP,4,625.7494016,2502.997606
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KTP890S,STATOR COMP,3,859.01693,2577.05079
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KTR941S,STATOR COMP.,2,677.5866301,1355.17326
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KTRA01S,STATOR COMP,227,788.6664055,179027.274
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KVH850S,STATOR COMP.,2,551.7,1103.4
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KVH871S,STATOR COMP.,2,629.45,1258.9
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KVH901S,STATOR COMP.,2,629.45,1258.9
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31120KZN901S,STATOR COMP,182,818.287679,148928.3576
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31121198303S,EXCITOR COIL(ND),1,195.5004047,195.5004047
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31121198905S,EXCITOR COIL(IND.NP),243,181.4302999,44087.56288
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31122KCC901S,COIL LAMP (IND NP),51,277.6994386,14162.67137
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31122KCC905S,COIL LAMP(N.D.),65,158.4738129,10300.79784
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31200ACA001S,MOTOR ASSEMBLY. START,4,3554.552814,14218.21126
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31200KPK901S,"MOTOR, ASSY STARTER",3,3235.37,9706.11
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31200KPSA11S,MOTOR ASSY STARTER,1,4735.701092,4735.701092
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31200KSP901S,MOTOR ASSY.STARTER,118,1536.60356,181319.2201
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31200KTC921S,MOTOR ASSY. STARTER,127,1610.656744,204553.4065
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31200KZAW21S,MOTOR ASSY. START,3,1340.362623,4021.087869
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201AAT012S,CARBON BRUSH,52,37.7671236,1963.890427
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201KFK003S,BRUSH HOLDER SET,1,283.91,283.91
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201KG8004S,BRUSH,40,195.5004047,7820.016188
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201KPTA01S,BRUSH TERMINAL,1857,68.1289289,126515.421
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201KS5901S,BRUSH TERMINAL,1,88.8638203,88.8638203
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201KWA942S,BRUSH,1,407.2925098,407.2925098
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31201MEW921S,CARBON BRUSH ASSEMBLY A,14,45.172442,632.414188
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31202GB2700LS,SPROCKET DLX,35,45.172442,1581.03547
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31202KWA941S,SPROCKET,2,41.4697828,82.9395656
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31202MEW921S,CARBON BRUSH ASSEMBLY B,22,30.3618053,667.9597166
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31204AAT011S,SPRING BRUSH,15,18.9780853,284.6712795
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31204KG8004S,BRUSH SPRING,12,124.4962396,1493.954875
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31204KS5901S,SPRING CARBON BUSH,12,129.05,1548.6
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31204MEW921S,SPRING CARBON BRUSH,3,131.3283503,393.9850509
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31205AAT011S,BOLT 4X68,20,4.5547405,91.09481
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31205KTC921S,BOLT,11,9.1094809,100.2042899
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31205KWA941S,PACKING,8,48.8751012,391.0008096
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31205KWA942S,PACKING,5,14.81,74.05
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31206AAT012S,BRUSH HOLDER,20,34.0644645,681.28929
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31206KPH881S,BRUSH HOLDER,30,22.9564869,688.694607
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31206KPL901S,PACKING,1,12.905098,12.905098
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31206KTP890S,PACKING,2,34.0644645,68.128929
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31208KWA941S,MOTOR ONLY,3,1495.874309,4487.622927
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210AAF402S,MOTOR UNIT START,10,1251.498803,12514.98803
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210AAT011S,MOTOR UNIT START,21,1277.417417,26825.76576
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210AAT012S,MOTOR UNIT START,16,1184.850938,18957.61501
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210AAW00099S,MOTOR UNIT START,10,1647.683335,16476.83335
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210AAZ011S,MOTOR UNIT START,2,2510.402924,5020.805848
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210KTP890S,MOTOR UNIT START,22,1895.761501,41706.75302
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31210KWA94099S,MOTOR UNIT START,97,1740.249815,168804.2321
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31211KPL901S,YOKE COMP,1,340.6446446,340.6446446
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31211KTP890S,YOKE,2,340.6446446,681.2892892
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31211KWA942S,GEAR CASE,2,155.5116856,311.0233712
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31212KTP890S,ARMATURE,3,714.6132219,2143.839666
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31213AAT011S,FRONT BRACKET COMPLETE,1,71.8315881,71.8315881
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31213GB4701LS,GEAR COMPLETE DRIVEN,19,299.9153936,5698.392478
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31213KWA941S,GEAR COMP.DRIVEN,2,340.6446446,681.2892892
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31214AAW302S,MOUNTING BRACKET COMPLETE,9,244.3755059,2199.379553
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31214KTP890S,FRONT BRACKET COMPLETE,7,263.6293337,1845.405336
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31214RAA001S,MOUNTING BRACKET COMPLETE,2,274.7373112,549.4746224
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300AACC0099S,USB CHARGER ASSY,3,425.1091109,1275.327333
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300AAE71099S,USB CHARGER,1,417.5178768,417.5178768
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300AAJB0099S,USB CHARGER ASSEMBLY,5,437.2550855,2186.275428
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300AAT001S,USB CHARGER ASSEMBLY,3,310.5771734,931.7315202
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300AAW001S,USB CHARGER ASSEMBLY,229,283.8909227,65011.0213
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300AAZ401S,USB CHARGER ASSY,3,387.1529403,1161.458821
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300ABR001S,USB CHARGER ASSEMBLY,1,697.1498608,697.1498608
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300ACA00099S,USB CHARGER ASSEMBLY,4,543.5323633,2174.129453
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31300ACK420099S,USB CHARGER ASSEMBLY,1,360.58,360.58
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31301AAW001S,GASKET USB CHARGER,20,2.2773702,45.547404
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31304AAM801S,USB CHARGER,71,446.4546867,31698.28276
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31304ABWL00099S,USB CHARGER,1,379.5617062,379.5617062
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31500AAW011S,BATTERY ASSY (AB5LB),5,999.71,4998.55
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31500GBG850S,BATTERY ASSY. DLX,9,955.2860687,8597.574618
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31502KCC830S,TUBE BATTERY BREATHER,20,9.8686044,197.372088
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31502KRC760S,TUBE BATTERY BREATHER,5,18.2189619,91.0948095
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAC201S,REG. RECT. COMP,12,1071.882258,12862.5871
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AACB02S,REGULATOR RECTIFIER COMPLETE,7,1195.619375,8369.335625
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAEB01S,REGULATOR RECTIFIER COMPLETE,7,926.1305631,6482.913942
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAM001S,REGULATOR RECTIFIER COMPLETE,4,504.8170692,2019.268277
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAN202S,REGULATOR RECTIFIER COMPLETE,49,453.1966772,22206.63718
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAN411S,REGULATOR RECTIFIER COMPLETE,1,802.3934469,802.3934469
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAN500S,REGULATOR RECTIFIER COMPLETE,1,1909.195382,1909.195382
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AANE01S,REGULATOR RECTIFIER COMPLETE,3,1188.02814,3564.08442
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAW00099S,REG RECT ASSY,219,466.8608986,102242.5368
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600AAW301S,REGULATOR RECTIFIER ASSEMBLY,161,442.5689494,71253.60085
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600ABW001S,REG RECT COMP,1,838.8313707,838.8313707
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600ABZ001S,REGULATOR RECTIFIER COMPLETE,1,804.6708171,804.6708171
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600ACA001S,REG RECT COMPLETE,12,1176.641289,14119.69547
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600GBL870LS,REGULATOR RECTIFIER COMPLETE,139,383.3573233,53286.66794
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KPH701S,REGULATOR RECTIFIER COMPLETE,2,1734.596997,3469.193994
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KRY861S,REGULATOR RECTIFIER ASSEMBLY,9,1548.611761,13937.50585
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KSP910S,REG.REC.COMP.,4,645.2549005,2581.019602
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KTP890S,REGULATOR RECTIFIER COMPLETE,13,345.4011526,4490.214984
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KTP891S,REGULATOR RECTIFIER COMPLETE,20,345.4011526,6908.023052
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KTRA01S,REGULATOR RECTIFIER COMPLETE,23,888.1743925,20428.01103
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KWA831S,REGULATOR RECTIFIER COMPLETE,19,926.1305631,17596.4807
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KWA931S,REGULATOR RECTIFIER COMPLETE,34,724.9628588,24648.7372
 South, Hyderabad,30003 - VENKATESHWARA ASSOCIATES,30003 MAIN WAREHOUSE,31600KWF841S,REGULATOR RECTIFIER COMPLETE,7,926.1305631,6482.913942
